,phase,predicted Tc,true Tc
1944,As Fe O Sm Th,19.966167561722788,53.0
924,Ba Bi K O Pb,37.09596415301442,21.5
428,C Rh U,5.888530733961021,0.0
2882,Eu Mo S,5.843956305256596,0.0
1065,Fe Si Sm,5.661852266212698,0.0
1447,Al B Nb,6.927288119364498,19.8
835,Cl Cu O Pb Sr,19.15694913052031,0.0
2540,Ge Ir U,5.888530733961021,1.1
3510,Bi K O Sr,21.620890503128,11.42166667
766,Rh Sc Sn,6.299540833373604,3.2
1662,Ba Ca Cu La O Pr Sr,52.8048560629542,63.0
1259,Hg Pb,3.280908955548014,7.134
1833,Ga Nb Zn,6.3330502806292195,16.4
549,Se Ta,3.3176623202650934,2.1
1628,Al Y,3.301394365974876,0.0
2347,La Pb Sb,6.1105505892860466,0.0
1390,Fe Rb Se Tl,14.759796406517001,32.5
2774,Ge Pt Sr,5.710854671950133,10.2
59,Ba Ca Cu Fe O Y,53.07891556213319,8.4
3518,As La Os,6.51982280636864,3.2
143,Ce Cu Gd Hg O Sr W,20.23793685134604,16.5
3397,Ga U,3.3176623202650934,0.0
3743,C Pr,3.3252976704970805,0.0
1856,Ca Cu O Tm,17.23298002582732,30.0
252,B C Co Ni Tm,17.701098578709722,10.3
2310,B La Ru,5.753418254369288,3.15
2385,C N Th,6.15032656984843,5.6
1823,Ir Sb,3.280908955548014,0.0
4199,Pt Rh,3.280908955548014,0.0
545,H Pd Si,5.66577013971479,22.4
2695,Bi Ce Cu Dy O Sr,22.882553538718888,27.0
1570,Ir Nb,3.3176623202650934,9.8
1829,F Fe La O P,19.426324539365766,7.8
1489,Lu Pb Pd,5.350199945170051,2.4
1084,B C Si,5.708902864373238,1.4
1991,Nb Re Si,5.723810099270809,5.1
1036,Ca Cu O Sr V,52.78751172059162,107.0
1561,Al Pb,3.280908955548014,1.2
3060,Bi La Pb,6.256408108715156,2.5
2303,Ni P,3.280908955548014,0.0
3815,V,3.280908955548014,5.22
553,P Pd Pt Sr,15.347799163379447,7.54
3424,Ba Nb Se,6.155367474564387,2.5
1724,Fe K Se Tl,14.759796406517001,30.4
853,C Mn,3.3620510352141597,0.0
450,As Ba Fe Mo,14.657364009192161,16.7
3216,Fe Li O Se,15.15153281052559,42.8
3015,La Sb,3.280908955548014,3.025
991,Ce F Fe O P,19.54902419519818,0.0
1082,Ba Cu Er Ga O,50.59316440267997,90.0
1246,O Rh Ru Sr,18.9622363559835,0.0
3686,B Eu,3.3474307083909833,0.0
271,As F Fe La O Sm,21.415025426285194,6.46
3178,Ba Cu Hg O V,53.349890322757766,93.0
2623,Cu Dy La O,18.032488121815856,0.0
2565,Er Th,3.301394365974876,0.0
135,Cu Gd O Re Sr,20.0735314632829,1.45
21,N O V,7.282764443805961,1.83
2150,Ba Ca Sn,7.673025842931651,0.0
706,Mg Tl,3.280908955548014,2.75
322,Cu O Pr Sr,18.188281397244317,41.5
2464,Ca Nb O Sr,18.28930658228261,0.0
381,Al Ba Cu O Pr Sr Y,31.125468202583384,19.0
3553,Ba Cu La O Ti Zn,46.616725128570785,0.0
1241,C Ho,3.3252976704970805,0.0
2101,Li Nb O Rb Sr,35.67272689763049,6.02
555,Lu Mo S Sn,13.575239226537148,43.0
1328,B C Mo Ta,10.9198979549355,5.6
629,Cu Mo O Sm Sr,19.139657769546506,3.5
1362,Ca Cu,3.280908955548014,0.0
109,As Ce Fe O P,21.1176989984046,4.0
2516,Cu Se,3.280908955548014,2.22375
907,Ba Cu La Li O,49.68117317078474,0.0
94,La Os Th,6.15032656984843,7.1
3723,Cu O S Sr Y,19.51992321241435,45.0
392,Ba Cu La O S,46.89455672764079,9.14
3394,B Er Y,6.021575470393463,0.0
472,P Ru W,6.3463779163178184,18.6
3233,Al Nd Rh,5.336602849236556,0.0
1851,As La Ni O Sr,20.71513273932179,3.7
1322,Cu O S Sr Zn,19.51992321241435,0.0
1935,C Cl Y,6.150560335593008,2.3
737,Ba Cu La Ni O,45.36746485725129,19.0
1309,Fe Nb Ti,6.398437319861371,8.5
2477,As F Fe Mn Nd O,21.504596460888116,38.0
2656,Fe H Li O S,22.473579486733396,0.0
3927,Nb Ni Si,5.7464574135023945,7.7
2443,B Pt Sr,5.710854671950133,2.78
3159,As Ru Zr,6.770367783057134,8.716666667
2091,In Ru,3.297176909838232,2.68
3892,Bi Ni Tb,5.719986524290014,4.2
1460,Cr Fe K Se,14.907267819828764,20.0
2293,Ir Sc Sn,6.299540833373604,1.25
2717,Fe Rb Se Te,16.18942755932833,26.25
529,Ba Bi K O Pr,37.3873353364,26.4
4148,C Pb Ti,6.392724139310631,0.0
2359,Li Mo S,6.27844346243309,3.7
1541,Er Pb,3.280908955548014,7.4
429,H Pd Pt,5.857094276846177,53.0
1607,B La,3.301394365974876,2.05
555,Ce Cu Nd O,17.76534612159845,25.0
2908,Cl N Zr,6.813500507715581,13.16666667
687,B C Ce Co,7.475552645232902,0.0
321,C Hf Nb,6.953822560827231,7.8
3141,Bi Pt Se,5.928779972135844,1.45
3531,Ca Cu Hg Nd O Pb Sr,50.482124948926064,90.0
504,Bi Ca Cu Na O Sr,61.753761501191484,8.8
2275,B C La Nd Pt,17.543056759497958,9.4
80,Ga Ni U,5.926085283090175,1.7
3352,Re Ru Si U,12.996705784481971,0.23
196,Ba Cu Ni O Y,47.560347871962485,90.5
986,Bi Mg,3.280908955548014,0.85
420,Be La U,6.317711220465884,70.0
420,Co Cu Gd O Ru Sr,20.196020570630818,25.5
2675,Cu O Pb Sr Y,19.33629631977531,0.0
2411,La O Rh Sr,15.432325546441554,0.0
1483,Ge Pd Si Sr,17.64255601417955,2.76
262,C Cr,3.3620510352141597,0.0
711,In Pd Zr,6.770367783057134,3.1
3688,Sn Zn,3.280908955548014,3.722
2339,Au C Y,5.83812069262337,10.1
2905,Pd Sn Yb,5.965196929687874,2.39
3321,Ho P Pd,5.28381004867329,0.0
721,As Ba Co Cu Fe,21.593122592424212,20.95
2718,Gd Rh Si,5.66577013971479,0.0
3870,B Ho Lu Ru,9.305995113675264,7.53
2055,C H N Na Rb,20.20741953490319,17.0
1617,B Mo Si,5.811374314694526,5.8
1873,Be Lu,3.301394365974876,0.0
63,Ba Cu Fe O Sr Tm,44.57487507007125,40.0
3181,Ba Ce Cu Nd O Ti,39.0308336914543,0.0
1370,C Y Zr,7.2426809942204455,13.0
295,Ce Cu O Pr Zn,18.35804119510126,18.9
3520,Cu La O Sr V,19.41689103040771,12.0
215,Cu La O Zn,10.946218970973854,29.3
364,N Pr,3.280908955548014,0.0
2426,S Tl V,6.942388485745494,4.1
4142,Ca Cu Gd O Pb Sr,43.348650253644784,60.0
3930,Ge Sb,3.280908955548014,3.3
2037,Al Ge Sr,5.748409221079288,6.7
3830,Cr Si V,6.764646888526141,11.3
2883,Cu Y,3.301394365974876,0.235
3651,Cd,3.280908955548014,0.52414
1073,Ba Pd Si,5.66577013971479,2.91
3904,Ir O Zr,6.813500507715581,2.3
3950,Ir La Sn,6.256408108715156,2.55
3889,Cl Cu O Pb Sr Ta,20.27653077236075,0.0
1324,Al Co Fe,6.927041127149468,0.0
2723,C K Na,9.003511616547515,2.5
2030,Mo W,3.3939729020610185,0.0
3768,Nb S Sr,5.710854671950133,0.0
3902,Cu Na S,6.7866815622305,0.3
211,Ge La,3.301394365974876,7.0
3611,Bi F S Sm Sr,17.23572047188319,0.0
286,As Fe Ru Sr,17.47097343270768,19.8
3584,Al Mo Y,5.920106732517795,0.75
4107,C Gd,3.345783080923942,0.0
4141,Ge V Zr,6.996955285485678,6.0
260,Ag B F O,20.18958480289017,0.15
3296,Ba Bi O,7.60631555742953,0.0
41,Ni P W,6.389510640976266,3.51
2073,Ba Fe Se,6.009467245923447,39.0
3237,Co La,3.301394365974876,4.226666667
3810,Pd Sc Sn,6.299540833373604,2.145
3744,Al Cr Nb,6.895486547610008,14.1
1409,Ce Co In Yb,12.70464596866009,2.13
3576,Bi Ca Cu Hg O Sr Y,72.71928373980201,92.0
2305,O V,3.3176623202650934,2.4
1748,Ba Cu La O Sr Tl,49.603778979792736,30.0
1408,As Fe Ir Sr,17.06010571558832,24.2
4191,Ir,3.280908955548014,0.091333333
503,Ba Cu O Sr Tl,55.18373522656777,3.4
153,Ba Ca Cu O Pb Sr Tl,53.542713307011226,46.7
212,Ba Bi O Sb Ti,40.83153677563958,4.52
1925,Al Sb,3.280908955548014,2.8
3486,Ge Re,3.3176623202650934,2.7
2793,Bi Ce Cu O Sr Tb,22.754530294699716,0.0
1514,B Co Mg,8.306975538205391,37.4
4026,Cl Hf N,7.722483296843856,24.0
2006,Co Lu Sn,6.180175046195396,1.5
3317,Co Hf,3.3176623202650934,0.56
481,Nb Se Te,6.1536833139444935,4.4
3189,B Rh Yb,5.875209475304521,0.0
319,Bi K O,8.871812874697602,9.6
2550,Au Er In,5.964057465914559,0.0
3929,B Lu Os Th,13.431072384587438,4.14
248,Nb Ta Ti,6.355304595202925,9.0
2722,B C La Pr Pt,17.543056759497958,9.0
1730,B V Zr,6.996955285485678,8.7
2266,As Fe O Sc Sr Ti,19.9842868840031,28.0
1286,As F Fe Nd O,20.283415358324937,53.0
2149,La Yb,3.280908955548014,5.5
2541,Pd Ta Te,6.073131045178342,4.38
1101,Lu Rh,3.280908955548014,1.27
1845,Ce Ge Ir,6.171329593651378,0.805
1936,Ag Ce Sb,6.073131045178342,0.0
1868,B Cr,3.3176623202650934,0.0
3589,Al C Cr Nb,10.010455605943797,0.0
938,B C Mo,6.5168275427700815,12.5
4011,Ce Cu Mo O Sm Sr,19.627374144407558,18.0
4058,Nb Os Pt,5.857094276846177,0.0
3114,Ag Cd Sn,6.255149139432258,3.65
3091,As Co,3.280908955548014,0.0
3909,Ag Lu,3.301394365974876,0.0
1634,Al Ca,3.3474307083909833,0.0
394,Ba C Ca Cu O Pr Sr,44.19010553517452,6.3
575,Ge La Ni P,13.874166073659529,0.0
3542,Bi Cu Hg O Sr Y,33.13739154033482,74.0
1885,C V Y,6.021575470393463,11.5
3482,Bi Ce O S,14.942456268971934,1.533333333
3311,Co H Mn Na O,19.401357489953778,4.05
2276,Cu O Sm Th,15.026020383634455,1.8
1208,Sb Sn,3.280908955548014,3.96
4104,Ru Sb,3.280908955548014,0.6
1436,Mn Si,3.280908955548014,0.0
2704,B Ir Tm,5.677489127096593,1.675
2773,Ba Cl Cu O,52.59303338551362,0.0
358,Ca Cu Ga O Pb Sr Y,43.32000718244516,57.4
1870,Ag O Pb,6.039852993083749,0.0502
1160,B Ir Lu,5.73894572635956,0.0
1475,Hg Pt,3.280908955548014,0.0
1839,C Nb W,6.572965418746361,13.2
3756,B C Rh U,11.658005316431995,0.0
2698,B Ca Cu O Sr Y,55.31440349853039,0.0
1,Y,3.280908955548014,25.0
2431,Bi Pt,3.280908955548014,1.21
72,As Eu Fe P,17.204660776200328,29.0
3500,Ga Mo Ru,5.580433779312818,7.63
2092,Cu Fe Nd O Sr,19.825671111458743,4.2
154,Pb Tl,3.280908955548014,7.135
452,Mo Pb S Y,16.789723505709183,23.3
3003,Ni Sn Zn,6.196450232584028,0.0
2971,Cu,3.280908955548014,0.0
275,Ba N Zr,6.813500507715581,1.5
218,Ir Lu Sc Si,11.79707622960389,7.915
3310,Ba Cu O Pt Y,53.583765779568836,81.0
39,Mo Rb Se,9.841634569437046,0.0
178,Cu La Ni O Sr,19.888622947145507,36.5
2638,H S Ta,6.930448026112702,4.2
3679,Ba Bi Ce O Pb,35.47962896766731,0.0
862,Ba Na Si,6.75409957166843,4.8
3569,Ta Te,3.357219537343939,0.0
3328,Ba Co Cu Nd O Ti,40.36587345920938,0.0
1774,Cu Ir Se,5.928779972135844,0.0
2330,Fe Na S Se,14.91142039184406,36.0
159,Cs Te Zr,8.372814977846836,32.5
1204,Bi Cu O Pb Sr,26.94049406837529,0.0
3112,B C Lu Pd,8.7878672085389,10.0
4057,Ga V Zr,6.996955285485678,9.9
2115,Br N Na Ti,11.30404197805791,15.2
668,Bi Pb Sn,6.217594590303102,8.68
3467,B C Gd Ni,7.089256121772234,0.0
1444,Ga In V,6.942388485745494,12.7
3817,Ag Sr,3.3474307083909833,0.0
3633,B Os Tb,5.639299250502411,0.0
162,Fe Li Se Te,15.521206343120312,3.3
92,B C Mn Ni Y,17.757115034724496,15.48
953,Ba K O Sb Ti,49.192232191882894,6.1
138,Cu O Re Sr Tb,19.295012936747472,2.3
2775,O Sr W,8.612782613229509,3.0
3800,B Nb Sc,6.372885052346124,6.6
2757,As Cu,3.280908955548014,0.0
2734,As Ca F Fe Mn,26.678728416133513,0.0
270,Ce La,3.301394365974876,8.7
990,Cr N Nb,6.813500507715581,1.2
1947,Ir Sr,3.3474307083909833,5.7
3599,Cd Mn,3.3176623202650934,0.39
3063,Cu O Y Zn,9.641413234485979,86.6
3056,B C Pr Rh,8.335666940301387,0.0
2186,Ca Cu Nd O Sr Tl,50.88283903588451,88.0
168,Ba Ca Cu O Y Zn,56.569932943296514,65.0
505,Ga N Nb,6.813500507715581,13.9
877,Al Cu La O Sr,19.614875872954563,30.4
1881,Ir P,3.280908955548014,0.0
149,Ce Cu Gd Hg O Sr Ti,20.23793685134604,5.8
3885,As Fe Mg O Sr V,27.09212731271787,30.0
41,Ba Cu O Pr,72.3274142845084,81.0
245,Co Ga Yb,6.176771070969924,38.5
3499,Ba Ca Cu O Sr Tl,58.99188947186923,92.0
2086,Au Ba Ge Pt,11.401234558608985,7.0
790,Os Ti,3.3777049477708005,0.46
806,Ba Cu O Pr Sr Yb,48.541512279429774,81.0
2259,La P Pt,5.900227001504625,1.5
592,B Dy Rh,5.336602849236556,0.0
253,Al Ba Cu Ho O,22.31978759888074,56.0
1709,Co V Zr,6.996955285485678,0.0
874,Cu La O Ru Sr,19.632911203095016,30.55
1917,Ce Rh,3.280908955548014,0.0
113,Gd H O S Ta,18.85609204234823,17.4
1014,Ta Ti V,6.91054711716708,4.6
3876,As Ba Rh,6.419974440711047,0.0
247,La Th,3.301394365974876,5.62
293,C Nb Si,5.912843052570196,4.5
1066,Dy Os Si,5.66577013971479,3.5
815,Ca Cu Er O Pb Sr,45.44473883690428,70.0
2803,B C Cu Ni Y,19.29000402574447,14.7
2909,Ag Mo Se,6.053898736688716,5.96
3751,Ce Co Cu Nd O Sr,19.4836626767425,0.0
2862,Ba Cu O Sn Y,52.616040310185426,90.0
2026,La Pr Tl,6.002247342508741,7.7
542,C Rh,3.3252976704970805,1.666666667
520,Ce Cu Nd O Y,19.136660761143137,21.0
156,Cu V,3.3176623202650934,4.92
3650,B C La,5.624297717083542,6.9
3962,Rh Ru Ti,6.171849817432826,3.5
52,Ca N Ni,5.26876618263555,7.1
1906,Tc Th,3.3777049477708005,5.3
3007,Au Pb,3.280908955548014,4.325
1188,Mn Ni Zr,6.8510550568447375,1.92
1981,Ca K Li Nb O,49.30419813732224,5.405
2643,B Tb,3.280908955548014,0.0
243,Ba Cu O Pb Tl,52.938109602765095,10.0
917,Ba Ce Cu Eu O,41.40804310682742,25.0
599,Ca Cu Gd O Ru Sn Sr,43.909410673756405,1.08
1924,Hf In Pd,5.407361495948444,2.86
1547,Ag Cd,3.280908955548014,0.0
2251,Fe P Zr,6.813500507715581,0.0
36,Ca Hg,3.280908955548014,1.7
828,Ba Cu O Sn Sr Y,48.57470132262543,77.0
3370,B C Re Y,14.287897237959475,4.7
847,C Ni Th Y,14.407809091021564,8.3
3408,Al B,3.280908955548014,0.0
1677,Ce Cu O Ru Sr Y,19.52344969723413,0.0
2028,Ge La Pd,5.500365164304699,2.8
3302,Co Ge U,5.926085283090175,0.5995
1793,Bi C Cu O Pb Sr,25.982687853057488,54.0
2003,C Mg Ni Ru,10.342460638178999,6.92
1760,Cd O,3.280908955548014,0.0
3261,Ba Bi Ca Cu O Pb Sr Tl,45.333446703943636,122.0
2116,C Si,3.3252976704970805,1.425
745,Ge Lu Rh,5.336602849236556,2.79
2434,Ca Cu O Pb Sr,52.18157626170962,115.0
1639,B Hf Mo,6.65714959588173,8.4
2813,C Li N Na,16.096774645093195,12.0
1753,Si Ti,3.301394365974876,0.0
1591,Mo Nd S,5.881806908046957,3.5
1960,As Fe O Tb,15.677452254430492,44.4
527,Ca Cu Nd O Pb Sr,43.700938639579334,60.0
348,Be La Si,5.945943390431508,2.72
3219,C Li,3.3252976704970805,1.9
1576,Pd Si,3.280908955548014,0.93
18,O Ru,3.297176909838232,3.65
5,Al Ga V,6.985521210403942,13.9
3833,Fe Si Tm,5.758176400884196,1.3825
3554,Au Pt U,6.124556890440257,0.0
4022,Eu,3.280908955548014,1.375
2374,As Fe Gd Ir O,20.61955593416027,17.6
2818,H Zr,3.3176623202650934,0.0
219,Cu La O,7.796501353762895,45.2
549,B Ir Rh Yb,13.032244993358793,66.0
3343,Ag Cu,3.280908955548014,0.0
3462,Cr Pd Sb,5.889676267408247,1.35
1255,Cl Cu O Pb Ru Sr,19.46643994277592,0.0
3798,B Pr,3.280908955548014,0.0
521,Mo Rh Ru Zr,12.50008617893722,40.0
2231,Ni Te Zr,7.289854621370939,3.1
1020,Ni Ta,3.3176623202650934,0.9
43,La Mg,3.280908955548014,1.05
1005,Bi Ca Ce Cu O Sr,49.013342615961754,80.0
2408,Bi La Sb,6.149364107698103,0.158
114,Bi Ca Cu O Sr Zn,54.25127883534359,83.0
229,Bi Ca Cu O Sr Y Zn,60.51039579101177,1.05
3690,Ag Pb Sn,6.217594590303102,7.25
2559,Pb Pd Tm,5.677489127096593,2.1
848,Bi Cd Pb Sn,13.581488591529025,8.2
3895,As F Fe Gd O Te,22.737252717258013,45.0
2555,Ce Cu Ga O Pr Sr,20.60739037010745,0.0
381,B I,3.280908955548014,1.86
2708,In Sn Y,5.928108147006722,1.49
1602,B Gd Ir,6.443589743848879,0.0
908,Cu La Li O Sr,22.394042322809042,38.25
188,As Ba Fe Sr,22.671439061983683,54.0
195,La Pt Sn,5.996720268425301,19.8
2679,B C Rh Th,11.707799301885235,0.0
180,Cu Hg O Sr Y,22.533934248653296,43.0
518,Fe Lu Ni Si,11.341868880391813,62.0
299,As Ge Mo,6.554382091899237,0.0
99,Ba Cu La O Y,46.89455672764079,99.0
45,Os Pr Ru Sb,14.538241363678699,1.655
2642,Ga Nb Se,6.155367474564387,5.6
758,B C Pd Y,13.234616539304419,24.0
210,Bi Cd Cu O Sr Y,32.18410073941419,65.1
3862,B C Lu,5.782078451018008,1.2
3228,Mo S Tm,5.720621851755039,1.95
78,B Lu Rh Y,13.30848638941286,2.6
2527,Bi F S Sr,18.148780551722727,0.0
